DATA AS OF,DEVELOPMENT,HUD AMP#,TDS#,CONSOLIDATED TDS#,DEVELOPMENT EDP#,OPERATING EDP#,HUD #,PROGRAM,METHOD,TYPE,NUMBER OF SECTION 8 TRANSITION APARTMENTS,NUMBER OF CURRENT APARTMENTS,TOTAL NUMBER OF APARTMENTS,NUMBER OF RENTAL ROOMS,AVG NO R/R PER APARTMENT,POPULATION SECTION 8 TRANSITION,POPULATION PUBLIC HOUSING,TOTAL POPULATION,NUMBER OF RESIDENTIAL BLDGS,NUMBER OF NON-RESIDENTIAL BLDGS,NUMBER OF STAIRHALLS,NUMBER OF STORIES,TOTAL AREA SQ FT,ACRES,NET DEV AREA SQ FT,EXCLUDING PARK ACRES,BLDG COVERAGE SQ FT,CUBAGE CU FT,BLDG COVERAGE %,DENSITY,DEVELOPMENT COST,PER RENTAL ROOM,AVG MONTHLY GROSS RENT,LOCATION STREET A,LOCATION STREET B,LOCATION STREET C,LOCATION STREET D,BOROUGH,COMMUNITY DISTIRCT,US CONGRESSIONAL DISTRICT,NY STATE SENATE DISTRICT,NY STATE ASSEMBLY DISTRICT,NY CITY COUNCIL DISTRICT,COMPLETION DATE,FEDERALIZED DEVELOPMENT,SENIOR DEVELOPMENT,ELECTRICITY PAID BY RESIDENTS,PRIVATE MANAGEMENT
1/1/16,MONROE,NY005000880,088,088,234,234,NY005036,FEDERAL,CONVENTIONAL,NEW CONST,,"1,101","1,102",5302.5,4.82,,"2,700","2,700",12,1,20,8-14-15,"805,341",18.489999999999998,"805,341",18.489999999999998,"118,402","10,177,348",14.70%,146.02000000000001,"$16,449,659","$3,100",$466.22,SOUNDVIEW AVE,STORY AVE,TAYLOR AVE,LAFAYETTE AVE,BRONX,9,15,32,85,18,11/2/61,,,,
1/1/16,MOORE,NY005010930,129,093,251,251,NY005080,FEDERAL,CONVENTIONAL,NEW CONST,,463,463,2165.5,4.68,,"1,130","1,130",2,0,4,20,"117,000",2.69,"117,000",2.69,"21,826","4,029,275",18.65%,420.07,"$7,256,661","$3,350",$462.55,E 147TH ST,E 149TH ST,JACKSON AVE,TRINITY AVE,BRONX,1,15,29,84,8,3/31/64,,,,
1/1/16,MORRIS I,NY005011020,102,102,239,239,NY005037,FEDERAL,CONVENTIONAL,NEW CONST,,"1,083","1,085",5237.5,4.84,,"2,888","2,888",10,0,10,16-20,"416,831",9.57,"416,831",9.57,"66,594","9,980,542",15.98%,301.77999999999997,"$20,735,295","$4,008",$460.95,PARK AVE,E 170TH ST,THIRD AVE,E 169TH ST,BRONX,3,15,33,79,16,8/31/65,,,,
1/1/16,MORRIS II,NY005011020,502,102,280,239,NY005079,FEDERAL,CONVENTIONAL,NEW CONST,,801,802,3758.5,4.6900000000000004,,"2,039","2,039",7,0,7,16-20,"358,843",8.24,"313,704",7.2,"51,875","7,162,265",14.46%,247.45,"$15,391,181","$4,008",$482.79,PARK AVE,E 171ST ST,THIRD AVE,E 170TH ST,BRONX,3,15,33,79,16,8/31/65,,,,
1/1/16,MORRIS PARK SENIOR CITIZENS HOME,NY005012410,277,241,504,346,NY005200,FEDERAL,CONVENTIONAL,REHAB (ELD),,97,97,296.5,3.06,,98,98,1,0,1,9,"10,000",0.23,"10,000",0.23,"6,491","561,310",64.91%,426.09,"$1,989,852","$6,337",$296.95,E 124TH ST,MADISON AVE,FIFTH AVE,,MANHATTAN,11,13,30,68,9,4/30/77,,EXCLUSIVELY,YES,
1/1/16,MORRISANIA,NY005011410,130,141,250,231,NY005048,FEDERAL,CONVENTIONAL,NEW CONST,,206,206,962.0,4.67,,516,516,2,0,2,16,"60,890",1.4,"60,890",1.4,"13,024","1,769,693",21.39%,368.57,"$3,742,711","$3,891",$372.53,E 169TH ST,WASHINGTON AVE,PARK AVE,,BRONX,3,15,32,79,16,5/31/63,,,,
1/1/16,MORRISANIA AIR RIGHTS,NY005012670,267,267,385,385,NY005190,FEDERAL,TURNKEY,NEW CONST,,842,843,3792.0,4.5,,"1,803","1,803",3,0,5,19-23-29,"274,300",6.3,"274,300",6.3,"64,435","11,316,800",23.49%,286.19,"$40,272,504","$10,584",$457.76,PARK AVE,E 158TH ST,E 161ST ST,E 163RD ST,BRONX,"3, 4",15,32,79,"16, 17",1/1/81,,PARTIALLY,,
1/1/16,MOTT HAVEN,NY005001210,121,121,244,244,NY005044,FEDERAL,CONVENTIONAL,NEW CONST,,992,993,4634.0,4.67,,"2,585","2,585",8,1,9,20-22,"417,367",9.58,"386,817",8.8800000000000008,"78,477","9,236,613",18.80%,269.83,"$20,670,000","$4,456",$477.47,E 140TH ST,E 144TH ST,ALEXANDER AVE,WILLIS AVE,BRONX,1,15,29,84,8,3/31/65,,,,
1/1/16,MURPHY,NY005021330,133,133,447,447,NY005381,MIXED FINANCE/LLC2,CONVENTIONAL,NEW CONST,106,281,281,1294.5,4.6100000000000003,258,452,710,2,0,2,20,"114,593",2.63,"114,593",2.63,"20,188","2,548,312",17.62%,269.95999999999998,"$5,539,000","$4,277",$438.41,CROTONA AVE,CROTONA PARK NO,CROSS BRONX EXPWY,,BRONX,6,15,33,79,15,3/31/64,,,,
1/1/16,NEW LANE AREA,NY005010350,314,035,306,306,NY005242,FEDERAL,TURNKEY,NEW CONST (ELD),,276,277,996.0,3.61,,339,339,1,0,2,10,"120,879",2.78,"120,879",2.78,"29,107","2,204,124",24.08%,121.94,"$18,511,313","$18,493",$311.47,LINDEN PL,NEW LANE,WATER FRONT TRACT,,STATEN ISLAND,1,11,23,64,49,7/12/84,,EXCLUSIVELY,YES,
1/1/16,NOSTRAND,NY005010360,043,036,585,585,NY005268C,FEDERAL,CONVENTIONAL,NEW CONST,,"1,147","1,148",4970.5,4.33,,"2,363","2,363",16,1,33,6,"1,036,600",23.8,"1,036,600",23.8,"177,223","9,377,365",17.10%,99.29,"$13,817,794","$2,779",$465.08,AVENUE V,BRAGG ST,AVENUE X,BATCHELDER ST,BROOKLYN,15,9,19,41,46,12/14/50,1980/07/01-ATP 6,,,
1/1/16,OCEAN BAY APARTMENTS (BAYSIDE),NY005010980,098,098,571,571,NY005244D,FEDERAL,CONVENTIONAL,NEW CONST,,"1,393","1,395",6670.5,4.79,,"3,729","3,729",24,0,28,7-9,"1,408,080",32.33,"1,408,080",32.33,"215,090","13,059,717",15.28%,115.34,"$22,956,000","$3,446",$503.31,B 58TH ST,ALAMEDA AVE,B 51ST ST,BEACH CHANNEL DR,QUEENS,14,5,10,31,31,9/25/61,1979/08/01-ATP 4,,,
1/1/16,OCEAN BAY APARTMENTS (OCEANSIDE),NY005010980,051,098,573,571,NY005244F,FEDERAL,CONVENTIONAL,NEW CONST,,417,418,1766.5,4.24,,798,798,7,0,14,6,"354,220",8.1300000000000008,"310,500",7.13,"66,101","3,931,321",18.66%,98.15,"$5,137,275","$2,901",$535.94,ARVERNE BLVD,B 56TH ST,BEACH CHANNEL DR,B 54TH ST,QUEENS,14,5,10,31,31,2/28/51,1979/08/01-ATP 4,,,
1/1/16,OCEAN HILL APARTMENTS,NY005011620,162,162,269,269,NY005072,FEDERAL,CONVENTIONAL,NEW CONST,,238,238,1077.0,4.53,,645,645,3,1,4,14,"112,916",2.59,"112,916",2.59,"16,412","2,178,743",14.53%,249.03,"$4,875,929","$4,527",$588.26,BROADWAY,MACDOUGAL ST,MOTHER GASTON BLVD,CHERRY ST,BROOKLYN,16,8,18,55,37,3/31/68,,,,
1/1/16,OCEAN HILL-BROWNSVILLE,NY005013510,313,351,287,765,NY005257,FEDERAL,TURNKEY,REHAB,,125,125,540.5,4.32,,303,303,5,0,5,4,"242,141",5.56,"242,141",5.56,"78,188","2,000,000",32.29%,54.5,"$8,068,686","$14,942",$457.85,RALPH AVE,ATLANTIC AVE,SARATOGA AVE,DEAN ST,BROOKLYN,16,8,25,55,41,11/10/86,,,YES,
1/1/16,O'DWYER GARDENS,NY005011720,172,172,582,582,NY005267D,FEDERAL,CONVENTIONAL,NEW CONST,,572,573,2212.0,3.87,,984,984,6,1,7,15-16,"276,010",6.34,"276,010",6.34,"34,501","5,421,328",12.50%,155.21,"$15,000,000","$6,649",$476.18,W 32ND ST,SURF AVE,W 35TH ST,MERMAID AVE,BROOKLYN,13,8,23,46,47,12/31/69,1980/07/01-ATP 5,,,
1/1/16,PALMETTO GARDENS,NY005012470,195,247,393,393,NY005196,FEDERAL,TURNKEY,NEW CONST (ELD),,115,115,345.5,3,,117,117,1,0,1,6,"27,419",0.63,"27,419",0.63,"12,739","750,300",46.46%,185.71,"$4,584,000","$12,257",$312.88,PALMETTO ST,GATES AVE,EVERGREEN AVE,BUSHWICK AVE,BROOKLYN,4,8,18,54,34,3/31/77,,EXCLUSIVELY,,
1/1/16,"PARK AVENUE-EAST 122ND, 123RD STREETS",NY005012410,204,241,321,346,NY005127,FEDERAL,TURNKEY,NEW CONST,,90,90,419.0,4.66,,213,213,2,1,2,6,"32,127",0.74,"32,127",0.74,"14,614","950,094",45.49%,287.83999999999997,"$2,101,938","$5,017",$495.32,E 122ND ST,PARK AVE,E 123RD ST,LEXINGTON AVE,MANHATTAN,11,13,30,68,9,3/31/70,,,,
1/1/16,PARK ROCK REHAB,NY005013510,351,351,765,765,NY005285,FEDERAL,TURNKEY,REHAB,,134,134,582.0,4.34,,330,330,9,0,9,4,"53,914",1.24,"53,914",1.24,"33,105","166,531",61.40%,266.13,"$10,500,000","$18,041",$558.22,BELMONT AVE,JEROME ST,SUTTER AVE,BARBEY ST,BROOKLYN,8,9,"20, 25",55,36,9/1/86,,,YES,
1/1/16,PARKSIDE,NY005010470,047,047,580,580,NY005267B,FEDERAL,CONVENTIONAL,NEW CONST,,878,879,3709.0,4.22,,"1,731","1,731",14,0,20,6-7-14-15,"485,455",11.14,"453,178",10.4,"96,415","7,454,500",19.86%,155.38999999999999,"$9,676,316","$2,606",$462.37,ADEE AVE,WHITE PLAINS RD,ARNOW AVE,BRONX PARK EAST,BRONX,11,14,36,80,15,6/12/51,1980/07/01-ATP 5,,,
1/1/16,PATTERSON,NY005000240,024,024,522,522,NY005216A,FEDERAL,CONVENTIONAL,NEW CONST,,"1,790","1,791",8514.0,4.76,,"4,362","4,362",15,0,25,6-13,"748,573",17.18,"702,358",16.12,"167,841","14,503,544",22.42%,253.9,"$20,731,000","$2,433",$461.95,MORRIS AVE,THIRD AVE,E 145TH ST,E 139TH ST,BRONX,1,15,29,84,8,12/31/50,1978/02/01-ATP 2,,,
1/1/16,PELHAM PARKWAY,NY005010390,039,039,586,586,NY005271A,FEDERAL,CONVENTIONAL,NEW CONST,,"1,265","1,266",5446.5,4.3099999999999996,,"2,579","2,579",23,0,38,6,"1,034,160",23.74,"967,252",22.21,"184,875","10,665,277",17.88%,108.64,"$15,295,753","$2,806",$518.78,PELHAM PKWY,WALLACE AVE,WILLIAMSBRIDGE RD,MACE AVE,BRONX,11,14,34,80,13,6/30/50,1980/10/01-ATP 7,,,
1/1/16,PENNSYLVANIA AVENUE-WORTMAN AVENUE,NY005011940,194,194,305,305,NY005091,FEDERAL,CONVENTIONAL,NEW CONST,,336,336,1343.0,4,,668,668,3,1,3,8-16,"236,930",5.44,"236,930",5.44,"40,998","2,712,190",17.30%,122.79,"$11,936,021","$8,606",$420.81,PENNSYLVANIA AVE,WORTMAN AVE,STANLEY AVE,VERMONT ST,BROOKLYN,5,8,19,60,42,9/30/72,,,,
1/1/16,PINK,NY005000890,089,089,235,235,NY005035,FEDERAL,CONVENTIONAL,NEW CONST,,"1,500","1,500",7098.0,4.7300000000000004,,"3,724","3,724",22,2,25,8,"1,354,844",31.1,"1,311,306",30.1,"193,511","13,316,063",14.28%,119.74,"$20,134,047","$2,835",$481.30,CRESCENT ST,LINDEN BLVD,ELDERTS LA,STANLEY AVE,BROOKLYN,5,8,19,60,42,9/30/59,,,,
1/1/16,POLO GROUNDS TOWERS,NY005001490,149,149,260,260,NY005062,FEDERAL,CONVENTIONAL,NEW CONST,,"1,614","1,614",7682.0,4.76,,"3,938","3,938",4,4,11,30,"659,780",15.15,"659,780",15.15,"83,689","14,904,498",12.68%,259.93,"$32,292,784","$4,190",$502.77,DOUGLASS BLVD,W 155TH ST,HARLEM RIVER DR,,MANHATTAN,10,13,30,71,9,6/30/68,,,,
1/1/16,POMONOK,NY005000530,053,053,588,588,NY005271C,FEDERAL,CONVENTIONAL,NEW CONST,,"2,069","2,071",8838.5,4.2699999999999996,,"4,286","4,286",35,0,121,3-7-8,"2,238,984",51.4,"2,083,475",47.83,"369,627","19,315,843",16.51%,83.39,"$21,645,342","$2,446",$516.10,71ST AVE,PARSONS BLVD,KISSENA BLVD,65TH AVE,QUEENS,8,6,16,27,24,6/30/52,1980/10/01-ATP 7,,,
1/1/16,PSS GRANDPARENT FAMILY APARTMENTS,NY005005600,560,560,,,NY005387,MIXED FINANCE,TURNKEY,NEW CONST,,50,51,235.0,4.70,,,,1,0,1,6,"25,595.00",0.59,"25,595.00",0.59,,,,,"$12,020,098.00","$51,149.00",,PROSPECT AVENUE,UNION AVENUE,EAST 163RD STREET,,BRONX,3,15,32,79,17,05/24/2005,,,,YES
1/1/16,PUBLIC SCHOOL 139 (CONVERSION),NY005011110,340,111,774,774,NY005260,FEDERAL,TURNKEY,REHAB (ELD),,125,125,423.5,3.39,,129,129,1,0,2,5,"64,945",1.49,"64,945",1.49,"26,325","2,943,660",40.53%,86.58,"$7,898,759","$18,348",$348.20,"W 139,140TH STS",POWELL BLVD,LENOX AVE,,MANHATTAN,10,13,30,70,9,10/8/86,,EXCLUSIVELY,YES,
1/1/16,QUEENSBRIDGE NORTH,NY005005050,505,505,398,398,NY005002,FEDERAL,CONVENTIONAL,NEW CONST,,"1,540","1,543",6328.0,4.1100000000000003,,"3,228","3,228",13,1,48,6,"886,643",20.350000000000001,"689,843",15.84,"191,356","11,314,111",21.58%,158.62,"$6,466,805","$1,010",$494.93,41ST AVE,VERNON BLVD,40TH AVE,21ST ST,QUEENS,1,12,12,37,26,3/15/40,,,,
1/1/16,QUEENSBRIDGE SOUTH,NY005000050,005,005,843,843,NY005002,FEDERAL,CONVENTIONAL,NEW CONST,,"1,604","1,604",6630.0,4.13,,"3,394","3,394",13,2,50,6,"1,268,298",29.12,"820,525",18.84,"198,609","11,742,973",15.66%,116.55,"$7,054,601","$1,057",$452.75,41ST AVE,VERNON BLVD,41ST RD,21ST ST,QUEENS,1,12,12,37,26,3/15/40,,,,
1/1/16,RALPH AVENUE REHAB,NY005011670,352,167,771,763,NY005290,FEDERAL,TURNKEY,REHAB,,118,118,529.0,4.4800000000000004,,288,288,5,0,5,4,"70,486",1.62,"70,486",1.62,"27,982","3,052,668",39.70%,177.78,"$6,714,551","$12,693",$528.25,EAST NEW YORK AVE,RALPH AVE,SUTTER AVE,E 98TH ST,BROOKLYN,16,9,20,55,41,12/23/86,,,YES,
1/1/16,RANDALL AVENUE-BALCOM AVENUE,NY005010630,245,063,364,218,NY005179,FEDERAL,TURNKEY,NEW CONST (ELD),,251,252,823.5,3.28,,274,274,3,0,3,6,"230,000",5.28,"230,000",5.28,"48,175","1,582,410",20.95%,51.89,"$9,186,414","$10,757",$334.60,RANDALL AVE,BALCOM AVE,SCHLEY AVE,BUTTRICK AVE,BRONX,10,14,34,82,13,10/31/78,,EXCLUSIVELY,,
1/1/16,RANDOLPH,NY005010300,278,030,503,503,NY005202,FEDERAL,CONVENTIONAL,REHAB,,89,151,504.5,5.67,,188,188,14,0,36,5,"92,500",2.12,"90,000",2.0699999999999998,"64,800","3,888,000",70.05%,88.68,"$14,594,887","$7,225",$477.45,W 114TH ST,POWELL BLVD,DOUGLASS BLVD,,MANHATTAN,10,13,30,70,9,4/30/77,,,YES,
1/1/16,RANGEL,NY005000370,037,037,317,317,NY005114E,FEDERAL,CONVENTIONAL,NEW CONST,,983,984,4519.5,4.5999999999999996,,"2,274","2,274",8,0,9,14,"475,672",10.92,"475,672",10.92,"71,671","7,911,809",15.07%,208.24,"$10,613,000","$2,373",$520.22,HARLEM RIVER DR,POLO GROUNDS TOWERS,HARLEM RIVER DRIVEWAY,,MANHATTAN,10,13,30,71,9,10/8/51,1968/08/29-FED TRAN,,,
1/1/16,RAVENSWOOD,NY005000480,048,048,369,369,NY005184,FEDERAL,CONVENTIONAL,NEW CONST,,"2,164","2,166",9133.0,4.22,,"4,378","4,378",31,0,45,6-7,"1,667,814",38.29,"1,537,135",35.29,"346,053","18,107,100",20.75%,114.34,"$21,403,996","$2,342",$519.24,12TH ST,34TH AVE,24TH ST,36TH AVE,QUEENS,1,12,12,37,26,7/19/51,1971/06/29-FED TRAN,,,
1/1/16,RED HOOK I,***,"004, 079",004,202,"202, 230",NY005001,FEDERAL,CONVENTIONAL,NEW CONST,,"2,534","2,545",10605.0,4.19,,,"5,398",27,3,89,2-6,"1,452,438",33.34,"1,452,438",33.34,"326,157","19,292,734",22.46%,161.91,"$12,102,930","$1,137",$465.42,DWIGHT ST,CLINTON ST,W 9TH ST,LORRAINE ST,BROOKLYN,6,7,25,51,38,11/20/1939,,,,
1/1/16,RED HOOK II,NY005000790,079,004,230,230,NY005029,FEDERAL,CONVENTIONAL,NEW CONST,,344,346,1618.0,4.70,0,891,891,3,1,12,3-14,"245,292",5.63,"245,292",5.63,"35,301","2,896,000",14.39%,158.26,"$4,517,169","$2,776",$544.54,RICHARDS ST,DWIGHT ST,WOLCOTT ST,RED HOOK PARK,BROOKLYN,6,7,25,51,38,05/27/1955,,,,
1/1/16,RED HOOK EAST,NY005000040,004,004,202,202,NY005001,FEDERAL,CONVENTIONAL,NEW CONST,,"1,407","1,411",5902.5,4.2,,"3,002","3,002",16,3,51,2-6,"856,003",19.649999999999999,"856,003",19.649999999999999,"192,198","10,734,477",22.45%,152.77000000000001,,,$478.85,CLINTON ST,LORRAINE ST,COLUMBIA ST,WEST 9TH ST,BROOKLYN,6,7,25,51,38,,,,,
1/1/16,RED HOOK WEST,NY005000790,079,004,"202 - BLDGS 15-25, 230 - BLDGS 1-4",230,"NY005001 - BLDGS 15-25, NY005029 - BLDGS 1-4",FEDERAL,CONVENTIONAL,NEW CONST,,"1,471","1,480",6320.5,4.3,,"3,287","3,287",14,1,50,3-6-14,"841,727",19.32,"841,727",19.32,"169,260","11,454,257",20.11%,170.13,,,$471.14,RICHARDS ST,LORRAINE ST,HICKS ST,WEST 9TH ST,BROOKLYN,6,7,25,51,38,,,,,
1/1/16,REDFERN,NY005000550,055,055,525,525,NY005216D,FEDERAL,CONVENTIONAL,NEW CONST,,597,604,2900.5,4.8600000000000003,,"1,487","1,487",9,0,16,6-7,"817,865",18.78,"726,038",16.670000000000002,"95,461","5,602,438",11.67%,79.180000000000007,"$9,334,000","$3,186",$447.34,REDFERN AVE,HASSOCK ST,BEACH CHANNEL DR,B 12TH ST,QUEENS,14,5,10,31,31,8/28/59,1978/02/01-ATP 2,,,
1/1/16,REHAB PROGRAM (COLLEGE POINT),NY005011860,143,186,297,290,NY005076E,FEDERAL,CONVENTIONAL,REHAB (ELD),,13,13,32.5,2.5,,13,13,1,0,1,1,"15,000",0.34,"15,000",0.34,"9,320","115,995",62.13%,38.24,"$5,909,934","$4,821",$262.00,125TH ST,22ND AVE,126TH ST,,QUEENS,7,14,11,27,19,1/31/64,,EXCLUSIVELY,,
1/1/16,REHAB PROGRAM (DOUGLASS REHABS),NY005013170,515,359,"255 - BLDGS 2-4, 299 - BLDG 1",255,"NY005076A - BLDG 3-4, NY005076B - BLDGS 2, NY005076C - BLDG 1",FEDERAL,CONVENTIONAL,REHAB,,112,112,413.0,3.69,,177,177,4,0,9,3-6-7,"24,462",0.56000000000000005,"24,462",0.56000000000000005,"16,326","1,247,684",66.74%,316.07,,,$477.00,W 104TH ST,BROADWAY,W 101ST ST,WEST END AVE,MANHATTAN,7,10,31,69,6,1/31/64,,,,YES
1/1/16,REHAB PROGRAM (TAFT REHABS),NY005013170,516,359,"295 - BLDG 1, 293 - BLDGS 2,3 292 - BLDG 4",295,"NY005076G - BLDG 1, NY005076I - BLDGS 2,3,  NY005076J - BLDG 3",FEDERAL,CONVENTIONAL,REHAB,,156,156,602.0,3.86,,309,309,4,0,4,7,"27,171",0.62,"27,171",0.62,"22,914","1,809,773",84.33%,498.39,,,$466.00,SAINT NICHOLAS AVE,W 119TH ST,LENOX AVE,W 112TH ST,MANHATTAN,10,13,30,70,9,1/31/64,,,,YES
1/1/16,REHAB PROGRAM (WISE REHAB),NY005011270,517,127,298,259,NY005076D,FEDERAL,CONVENTIONAL,REHAB,,40,40,159.0,3.98,,69,69,1,0,1,5,"10,071",0.23,"10,071",0.23,"7,367","472,901",73.15%,300,,,$526.25,COLUMBUS AVE,W 94TH ST,CENTRAL PARK WEST,W 93RD ST,MANHATTAN,7,10,30,69,6,1/31/64,,,,
1/1/16,REID APARTMENTS,NY005011670,167,167,283,283,NY005089,FEDERAL,CONVENTIONAL,NEW CONST (ELD),,227,230,681.5,3,,234,234,1,0,1,20,"68,762",1.58,"68,762",1.58,"13,285","1,397,832",19.32%,148.1,"$3,910,160","$5,227",$296.64,TROY AVE,ALBANY AVE,EAST NEW YORK AVE,MAPLE ST,BROOKLYN,9,9,20,43,41,11/30/69,,EXCLUSIVELY,,
1/1/16,RICHMOND TERRACE,NY005011170,117,117,241,241,NY005039,FEDERAL,CONVENTIONAL,NEW CONST,,488,489,2308.0,4.7300000000000004,,"1,347","1,347",6,1,7,8,"464,184",10.66,"440,715",10.119999999999999,"57,285","4,498,022",12.34%,126.36,"$9,551,430","$4,129",$456.34,JERSEY ST,RICHMOND TERR,CRESCENT AVE,,STATEN ISLAND,1,11,23,61,49,4/30/64,,,,
1/1/16,RIIS,NY005010180,018,018,210,210,NY005008,FEDERAL,CONVENTIONAL,NEW CONST,,"1,191","1,191",5666.5,4.76,,"2,745","2,745",13,0,18,6-13-14,"510,926",11.73,"510,926",11.73,"103,446","9,657,260",20.25%,234.02,"$13,510,289","$2,411",$501.98,FDR DR,AVENUE D,E 8TH ST,E 13TH ST,MANHATTAN,3,7,27,74,2,1/17/49,,,,
1/1/16,RIIS II,NY005010180,019,018,372,210,NY005181D,FEDERAL,CONVENTIONAL,NEW CONST,,577,578,2720.5,4.71,,"1,296","1,296",6,0,8,6-13-14,"258,562",5.94,"258,562",5.94,"43,916","4,497,120",16.98%,218.18,"$6,339,520","$2,344",$483.08,FDR DR,AVENUE D,EAST 6TH ST,EAST 8TH ST,MANHATTAN,3,7,27,74,2,1/31/49,1972/06/29-FED TRAN,,,
1/1/16,ROBBINS PLAZA,NY005011390,218,139,329,253,NY005151,FEDERAL,CONVENTIONAL,NEW CONST (ELD),,150,150,470.0,3.13,,162,162,1,0,1,20,"12,553",0.28999999999999998,"12,553",0.28999999999999998,"6,773","974,866",53.96%,558.62,"$4,855,905","$9,568",$314.53,E 70TH ST,FIRST AVE,E 71ST ST,SECOND AVE,MANHATTAN,8,12,28,76,5,2/28/75,,EXCLUSIVELY,,
1/1/16,ROBINSON,NY005012410,241,241,346,346,NY005173,FEDERAL,TURNKEY,NEW CONST,,188,189,834.0,4.4400000000000004,,400,400,1,0,2,8,"64,945",1.49,"64,945",1.49,"22,776","1,802,766",35.07%,268.45999999999998,"$5,990,000","$7,068",$475.64,E 128TH ST,E 129TH ST,LEXINGTON AVE,PARK AVE,MANHATTAN,11,13,30,68,9,5/31/73,,,,
1/1/16,ROOSEVELT I,NY005011350,135,135,227,227,NY005054,FEDERAL,CONVENTIONAL,NEW CONST,,761,763,3575.5,4.7,,"1,880","1,880",6,0,6,14-15-18,"340,000",7.81,"340,000",7.81,"52,168","6,754,320",15.34%,240.72,"$14,017,427","$3,914",$492.91,KOSCIUSKO ST,PULASKI ST,MARCUS GARVEY BLVD,STUYVESANT AVE,BROOKLYN,3,8,18,"54, 56",36,9/30/64,,PARTIALLY,,
1/1/16,ROOSEVELT II,NY005011350,177,135,281,227,NY005083,FEDERAL,CONVENTIONAL,NEW CONST,,342,342,1496.0,4.37,,741,741,3,0,3,14-15,"146,506",3.36,"146,506",3.36,"24,067","2,801,874",16.43%,220.54,"$6,450,218","$4,312",$478.16,LEWIS AVE,STUYVESANT AVE,HART ST,PULASKI ST,BROOKLYN,3,8,18,54,36,12/31/66,,,,
1/1/16,RUTGERS,NY005020990,099,099,439,439,NY005382,MIXED FINANCE/LLC1,CONVENTIONAL,NEW CONST,92,721,721,3358.5,4.66,254,1338,"1,592",5,0,5,20,"227,341",5.22,"227,341",5.22,"39,355","5,936,573",17.31%,304.98,"$14,090,000","$4,277",$494.47,CHERRY ST,PIKE ST,MADISON ST,RUTGERS ST,MANHATTAN,3,7,26,65,1,3/31/65,,,,
1/1/16,RUTLAND TOWERS,NY005011670,282,167,508,283,NY005211,FEDERAL,CONVENTIONAL,REHAB,,61,61,221.5,3.63,,103,103,1,0,1,6,"19,400",0.45,"19,400",0.45,"13,470","642,963",69.43%,228.89,"$1,594,181","$6,727",$453.27,EAST NEW YORK AVE,E 91ST ST,E 92ND ST,RUTLAND RD,BROOKLYN,17,9,20,58,41,5/17/77,,,,
1/1/16,SACK WERN,NY005012800,280,280,506,506,NY005205,FEDERAL,CONVENTIONAL,REHAB,,410,413,1886.0,4.5999999999999996,,878,878,7,1,8,6,"226,969",5.21,"226,969",5.21,"63,056","3,782,352",27.78%,168.52,"$8,699,894","$4,528",$492.46,BEACH AVE,TAYLOR AVE,NOBLE AVE,ROSEDALE AVE,BRONX,9,15,34,85,18,5/12/77,  ,,,
1/1/16,SAINT MARY'S PARK,NY005020930,093,093,673,673,NY005384,MIXED FINANCE/LLC1,CONVENTIONAL,NEW CONST,184,"1,006","1,007",4529.0,4.5,501,1828,"2,329",6,0,6,21,"588,851",13.52,"545,801",12.53,"57,006","8,922,933",9.68%,172.26,"$16,351,823","$3,607",$468.24,CAULDWELL AVE,E 156TH ST,WESTCHESTER AVE,TRINITY AVE,BRONX,1,15,"29, 32","79, 84",17,4/30/59,,,,
1/1/16,SAINT NICHOLAS,NY005000380,038,038,211,211,NY005010,FEDERAL,CONVENTIONAL,NEW CONST,,"1,524","1,526",7105.0,4.66,,"3,552","3,552",13,0,14,14,"680,670",15.63,"625,559",14.36,"105,458","13,112,212",15.49%,227.26,"$20,560,063","$2,891",$487.60,W 127TH ST,DOUGLASS BLVD,POWELL BLVD,W 131ST ST,MANHATTAN,10,13,30,70,9,9/30/54,,,,
1/1/16,SAMUEL (CITY),NY005023770,377,377,650,650,NY005375,MIXED FINANCE/LLC1,CONVENTIONAL,REHAB,84,664,664,2824.0,4.25,199,1269,"1,468",40,2,43,5-6-7,"201,872",4.63,"201,872",4.63,"116,528","7,142,241",57.72%,317.06,$0,,$598.92,LENOX AVE,W 139TH ST,W 147TH ST,AC POWELL BLVD,MANHATTAN,10,13,30,"70, 71",9,8/31/94,,,YES,
1/1/16,SAMUEL (MHOP) I,NY005013170,389,359,847,847,NY005335,MHOP,CONVENTIONAL,REHAB,,27,53,121.5,4.50,,,39,5,0,5,5,"13,819.00",0.32,"13,819.00",0.32,"11,274.00","607,774.00",81.58%,121.88,"$4,630,200.00","$19,661.00",$711.00,W 139TH ST,AC POWELL BLVD,W 141ST ST,LENOX AVE,MANHATTAN,10,13,30,70,09,01/31/1994,,,YES,YES
1/1/16,SAMUEL (MHOP) II,NY005013170,398,359,871,871,NY005345,MHOP,CONVENTIONAL,REHAB,,5,10,24.5,4.90,,,12,1,0,1,5,"3,098.00",0.07,"3,098.00",0.07,"2,326.00","114,675.00",75.08%,171.43,"$967,700.00","$20,160.00","$1,011.00",AC POWELL BLVD,W 139TH ST,LENOX AVE,,MANHATTAN,10,13,30,70,09,07/31/1993,,,YES,YES
